entity,label,count
32,CARDINAL,2
3301,CARDINAL,2
1041,DATE,2
3207,DATE,2
1018,DATE,2
323,PRODUCT,2
fifth,ORDINAL,2
103a,CARDINAL,2
331,CARDINAL,2
1016,DATE,2
first year,DATE,2
3106a,DATE,2
342,CARDINAL,2
united state code accordance,ORG,2
eral trade commission,ORG,2
eral reserve bank,ORG,2
4002,DATE,2
401,CARDINAL,2
united state barnett bank,ORG,2
early 90 day,DATE,2
1 later 90 day,DATE,2
405,CARDINAL,2
408,CARDINAL,2
409,PRODUCT,2
410,CARDINAL,2
1023,DATE,2
374,CARDINAL,2
372,CARDINAL,2
federal reserve act iii bank,ORG,2
federal mine safety health act,ORG,2
355,CARDINAL,2
354,CARDINAL,2
1042,DATE,2
352,CARDINAL,2
101,CARDINAL,2
351,CARDINAL,2
4 5 6,CARDINAL,2
united state,GPE,2
4 3,CARDINAL,2
examination enforcement action financial institution,ORG,2
1033,DATE,2
3114,CARDINAL,2
general department treasury corporation,ORG,2
1403,DATE,2
1014,DATE,2
3a5,CARDINAL,2
10 business day,DATE,2
3c1 3c7,PRODUCT,2
3aii,CARDINAL,2
3ai,ORDINAL,2
3a8,CARDINAL,2
10 year date,DATE,2
3a12,CARDINAL,2
373,CARDINAL,2
1000000 2,CARDINAL,2
3802,DATE,2
transferthe bureau board,ORG,2
378,CARDINAL,2
377,CARDINAL,2
376,CARDINAL,2
examination nonbank financial company board,ORG,2
212c2,CARDINAL,2
325,CARDINAL,2
2803,DATE,2
929c,PRODUCT,2
929p,PRODUCT,2
929o,PRODUCT,2
929l,PRODUCT,2
704a,PRODUCT,2
711,PRODUCT,2
926,PRODUCT,2
927,CARDINAL,2
928 clarification,QUANTITY,2
706,CARDINAL,2
united state operation financial company,ORG,2
929k,PRODUCT,2
78q,DATE,2
929d,PRODUCT,2
929e,PRODUCT,2
929f,PRODUCT,2
929h,PRODUCT,2
929i,PRODUCT,2
929j,PRODUCT,2
744,CARDINAL,2
745,CARDINAL,2
746,CARDINAL,2
78cca,DATE,2
6c1,PRODUCT,2
933,CARDINAL,2
932,PRODUCT,2
93100,CARDINAL,2
730,CARDINAL,2
727,PRODUCT,2
726,PRODUCT,2
725,CARDINAL,2
7246b,DATE,2
7246,DATE,2
924,CARDINAL,2
united state private fund,ORG,2
713,CARDINAL,2
925,CARDINAL,2
929r,PRODUCT,2
929s,PRODUCT,2
929u,PRODUCT,2
929v,PRODUCT,2
6th,ORDINAL,2
929w,PRODUCT,2
6q,CARDINAL,2
929x,PRODUCT,2
929y,PRODUCT,2
6month period end,DATE,2
6month,ORDINAL,2
78q1,CARDINAL,2
8301,DATE,2
734,CARDINAL,2
763i,PRODUCT,2
80b4,CARDINAL,2
810,CARDINAL,2
811,CARDINAL,2
812,PRODUCT,2
verdate nov 24 2008,DATE,2
unless parent bank,ORG,2
747,PRODUCT,2
9 10,CARDINAL,2
765,CARDINAL,2
764,CARDINAL,2
763,CARDINAL,2
78o7,PRODUCT,2
united state trade,ORG,2
754,CARDINAL,2
753,CARDINAL,2
75000,CARDINAL,2
913,CARDINAL,2
750,CARDINAL,2
75 percent,PERCENT,2
914,CARDINAL,2
2801,DATE,2
915,CARDINAL,2
80b3,CARDINAL,2
7b,CARDINAL,2
813,CARDINAL,2
year 2,DATE,2
78o3,CARDINAL,2
virgin island,GPE,2
8336d2,CARDINAL,2
78l,DATE,2
85,CARDINAL,2
85839 7,DATE,2
78j1,CARDINAL,2
8706b 8714a 8714b,DATE,2
8714,DATE,2
875,CARDINAL,2
8909,CARDINAL,2
78u1,CARDINAL,2
814e,PRODUCT,2
worker publish bureau labor,ORG,2
80b11,CARDINAL,2
809,CARDINAL,2
808,CARDINAL,2
year date,DATE,2
805,CARDINAL,2
803,CARDINAL,2
80 percent,PERCENT,2
732,CARDINAL,2
762,PRODUCT,2
735,CARDINAL,2
insert person,PERSON,2
2c2a,CARDINAL,2
1046,DATE,2
1047,DATE,2
1048,DATE,2
2a11,ORG,2
104a,PRODUCT,2
29a,CARDINAL,2
2604,DATE,2
2603,DATE,2
2601,LAW,2
22a,CARDINAL,2
216,CARDINAL,2
last 10 year,DATE,2
last day 18month,DATE,2
223,CARDINAL,2
222,CARDINAL,2
later 1 business day,DATE,2
state united state district columbia commonwealth,ORG,2
1067,DATE,2
21f,CARDINAL,2
106a4,CARDINAL,2
later 15 month date,DATE,2
gram,CARDINAL,2
2c2biii,CARDINAL,2
412,CARDINAL,2
1044,DATE,2
1054,CARDINAL,2
736,CARDINAL,2
1053,DATE,2
27b,CARDINAL,2
insert broker,ORG,2
insert broker,PERSON,2
1055,DATE,2
1056,DATE,2
1057,DATE,2
1058,DATE,2
105a20,CARDINAL,2
insert follow bureau,PERSON,2
insert ii,PERSON,2
1052,DATE,2
indian,NORP,2
1073,DATE,2
1051,DATE,2
2h3,CARDINAL,2
2h effect day date,DATE,2
2f,CARDINAL,2
2e,CARDINAL,2
21a,CARDINAL,2
272b,PRODUCT,2
1071,CARDINAL,2
919a,PRODUCT,2
919c,PRODUCT,2
7216,CARDINAL,2
919d,PRODUCT,2
united state shall authority require,ORG,2
721,PRODUCT,2
7201,PRODUCT,2
720,PRODUCT,2
719,CARDINAL,2
717,CARDINAL,2
716,CARDINAL,2
715,CARDINAL,2
922,CARDINAL,2
922,PRODUCT,2
722,CARDINAL,2
919 clarification,MONEY,2
937,CARDINAL,2
743,CARDINAL,2
737,PRODUCT,2
740,CARDINAL,2
739,PRODUCT,2
1072,DATE,2
919b,PRODUCT,2
724,CARDINAL,2
723,CARDINAL,2
24a,DATE,2
1065,DATE,2
july 21,DATE,2
413,CARDINAL,2
23b,CARDINAL,2
institutionsa deposi tory institution subsection applies,ORG,2
25b,CARDINAL,2
25000,CARDINAL,2
2500,CARDINAL,2
25 1996,DATE,2
106102 15,DATE,2
738,CARDINAL,2
242,CARDINAL,2
1064,CARDINAL,2
department treasury,ORG,2
411,CARDINAL,2
1062,CARDINAL,2
1061b5,CARDINAL,2
submit board,ORG,2
24 2008 1919,DATE,2
intro,PERSON,2
1063,DATE,2
13a1a,CARDINAL,1
13f,CARDINAL,1
13a 1d,DATE,1
13c,DATE,1
13c4,CARDINAL,1
13d,DATE,1
13a 15d,DATE,1
13e,CARDINAL,1
13p1a,CARDINAL,1
13f,DATE,1
13f1,CARDINAL,1
13n,CARDINAL,1
14 15,DATE,1
1401,DATE,1
1402,DATE,1
140d,CARDINAL,1
141,CARDINAL,1
141f,PRODUCT,1
12 usc 1701xe,QUANTITY,1
12 usc 1464,DATE,1
1367,DATE,1
131,CARDINAL,1
133d,CARDINAL,1
133a,CARDINAL,1
1441ar4b,CARDINAL,1
1441a,DATE,1
1444 10,DATE,1
105i,PRODUCT,1
1455,DATE,1
1455l2,CARDINAL,1
1461c,DATE,1
1464b1b,DATE,1
1464d,DATE,1
1464i,DATE,1
1441ar4a,PRODUCT,1
1464u3,ORG,1
1467aa1dii,CARDINAL,1
1467ae2,DATE,1
1437,DATE,1
1420,DATE,1
130k,CARDINAL,1
1420,CARDINAL,1
133 percent,PERCENT,1
1467ac2,CARDINAL,1
10c2,CARDINAL,1
10a 12 usc 1848a,DATE,1
1061b7,CARDINAL,1
1084,DATE,1
1084,CARDINAL,1
108159,DATE,1
105i 108a,PRODUCT,1
106102,DATE,1
1061b1,CARDINAL,1
1061b3,CARDINAL,1
1061b4,CARDINAL,1
1061b6,CARDINAL,1
1064,DATE,1
1087,CARDINAL,1
106554,DATE,1
1066,CARDINAL,1
1066,DATE,1
106a,CARDINAL,1
106a,PRODUCT,1
1438,DATE,1
106b1,CARDINAL,1
106c5aii,DATE,1
106e,PRODUCT,1
1086,DATE,1
10day period begin date,DATE,1
10d,DATE,1
10c,CARDINAL,1
1089,CARDINAL,1
108a,PRODUCT,1
108c,CARDINAL,1
109,CARDINAL,1
1090 amendment,QUANTITY,1
1093 amendment grammleachbliley,QUANTITY,1
1093 amendment grammleachbliley act,QUANTITY,1
1095,DATE,1
1095 amendment homeowner,QUANTITY,1
10a,DATE,1
10a 15,DATE,1
12 usc 1462a,DATE,1
10a ii,TIME,1
10a1,CARDINAL,1
10a1dii,DATE,1
10a2,CARDINAL,1
10b date,DATE,1
10b2,CARDINAL,1
10b3,CARDINAL,1
1438c,DATE,1
12a7,CARDINAL,1
1437z4e4,DATE,1
12893b6,TIME,1
00467,DATE,1
00468,DATE,1
00488,DATE,1
00502,DATE,1
105c4,CARDINAL,1
105c6,CARDINAL,1
105c7b,CARDINAL,1
129e 129h,PRODUCT,1
12872b6 12873b7 12874c4,DATE,1
128a,CARDINAL,1
129hnotwithstanding,CARDINAL,1
128b,PRODUCT,1
128f,CARDINAL,1
1291,DATE,1
129ca ii predatory,ORG,1
129cb2b,CARDINAL,1
129d,CARDINAL,1
129db,ORDINAL,1
129e,CARDINAL,1
129h,CARDINAL,1
00461,DATE,1
00457,DATE,1
00449 fmt 6580,DATE,1
00438,DATE,1
00521,DATE,1
00355,DATE,1
1076,CARDINAL,1
00503 fmt 6580,DATE,1
00366,DATE,1
00368,DATE,1
00369,DATE,1
00376,DATE,1
00377,DATE,1
00381,DATE,1
00383,DATE,1
00386,DATE,1
00388,DATE,1
00392,DATE,1
00393,DATE,1
00395,DATE,1
00396,DATE,1
00401,DATE,1
00418,DATE,1
12 usc 1467a,DATE,1
12b,DATE,1
1437z4e4,CARDINAL,1
12712,DATE,1
1206 12 usc 1833b,DATE,1
1210,CARDINAL,1
1210,DATE,1
121k,CARDINAL,1
1221,DATE,1
1244000000,CARDINAL,1
1254,DATE,1
1259000000,CARDINAL,1
127045,DATE,1
12773b2,CARDINAL,1
12b2,CARDINAL,1
1303,CARDINAL,1
130320,DATE,1
130a,CARDINAL,1
1431l2,CARDINAL,1
1437aaa1b6,CARDINAL,1
1437aaa2b7,CARDINAL,1
1437f,DATE,1
1437f 2,DATE,1
1437fy1d,CARDINAL,1
1204,DATE,1
120 day,DATE,1
12 usc 4617d,DATE,1
12 usc 4501,DATE,1
12e,DATE,1
12f,CARDINAL,1
12month period end,DATE,1
12usc,CARDINAL,1
13 1,CARDINAL,1
13 12 usc,DATE,1
13 14,CARDINAL,1
12872b6,CARDINAL,1
128,CARDINAL,1
127a,CARDINAL,1
12773b2 12808b,DATE,1
12 usc 17578,DATE,1
12 usc 1811,DATE,1
12 usc 1831e,DATE,1
12 usc 1831u,DATE,1
12 usc 1843,DATE,1
12 usc 1844f,DATE,1
12 usc 1851,DATE,1
12 usc 2609c,DATE,1
107,CARDINAL,1
5414 12,DATE,1
1076,DATE,1
5cc1 commodity exchange,ORG,1
5a act,QUANTITY,1
5a2 5c2a,TIME,1
5a3,CARDINAL,1
5ad,CARDINAL,1
5bc,ORDINAL,1
5bf1,CARDINAL,1
5c1,CARDINAL,1
5ca,ORDINAL,1
5cc,ORDINAL,1
5i,CARDINAL,1
5402,DATE,1
556,CARDINAL,1
5section 5c,CARDINAL,1
5u3,CARDINAL,1
6 12,CARDINAL,1
6 1997,DATE,1
6 2004,DATE,1
6 4,CARDINAL,1
6 4,DATE,1
6 5,DATE,1
57af,ORDINAL,1
5hf,ORDINAL,1
203b,PERSON,1
5553,DATE,1
5411,DATE,1
5412,CARDINAL,1
5413,DATE,1
5416,CARDINAL,1
543,CARDINAL,1
00002,DATE,1
5432,DATE,1
5433,DATE,1
5434,CARDINAL,1
5436,CARDINAL,1
5451 12 usc,DATE,1
5452,DATE,1
5461,DATE,1
5461 12 usc,DATE,1
5462,DATE,1
5463,DATE,1
5464,PRODUCT,1
5465,CARDINAL,1
5551 12 usc,DATE,1
6 8,DATE,1
6 section,QUANTITY,1
6 section 1103a 12 usc 3332a,DATE,1
5614,CARDINAL,1
5623,CARDINAL,1
5625,DATE,1
5626,DATE,1
5394,DATE,1
5393,DATE,1
5392,DATE,1
502 grammleachbliley,MONEY,1
500,CARDINAL,1
5000 day,DATE,1
50000 2,CARDINAL,1
50000000 ii,QUANTITY,1
5000000000,CARDINAL,1
50000000000,DATE,1
501 5,CARDINAL,1
501 percent,PERCENT,1
501a,PRODUCT,1
501b,CARDINAL,1
00667,DATE,1
501c,CARDINAL,1
5622 12 usc,DATE,1
5613,CARDINAL,1
5713 575103,DATE,1
5611,CARDINAL,1
5703b,DATE,1
5641,DATE,1
5627 12,DATE,1
5561,DATE,1
5562,CARDINAL,1
5563,DATE,1
5564,CARDINAL,1
5565,CARDINAL,1
5566,CARDINAL,1
557,CARDINAL,1
5581,DATE,1
5583,DATE,1
5584,DATE,1
5585,DATE,1
5586 12,DATE,1
5587 12 usc,DATE,1
56 percent,PERCENT,1
5601 12 usc 1701x,DATE,1
5602,CARDINAL,1
5402 12 usc,DATE,1
5401 12 usc 5301,DATE,1
107b,CARDINAL,1
10m3,CARDINAL,1
11a1,CARDINAL,1
11a1e,ORG,1
11a4,CARDINAL,1
11c5 ii,PRODUCT,1
11k,CARDINAL,1
11l2,CARDINAL,1
12 month 9,DATE,1
1121,DATE,1
1117,DATE,1
1117,CARDINAL,1
53a,DATE,1
10o,DATE,1
10year period end,DATE,1
11 percent,PERCENT,1
110 343,CARDINAL,1
1100th,ORDINAL,1
110289 122,DATE,1
11031k1g4,CARDINAL,1
110343,DATE,1
1104b,DATE,1
11a,CARDINAL,1
119,CARDINAL,1
11725,DATE,1
116d,CARDINAL,1
107d3,CARDINAL,1
108,CARDINAL,1
1081 1082,DATE,1
10e,DATE,1
10e2,CARDINAL,1
10g1,CARDINAL,1
111th congress,EVENT,1
11216,CARDINAL,1
1122,DATE,1
1122d,DATE,1
1125,DATE,1
1126,CARDINAL,1
1132,CARDINAL,1
1132,DATE,1
113a 113b,WORK_OF_ART,1
113all,CARDINAL,1
113b,CARDINAL,1
113e3,CARDINAL,1
115a,CARDINAL,1
1105 2,DATE,1
1105a 2,DATE,1
1105c,DATE,1
5511 12 usc,DATE,1
5513,CARDINAL,1
5514,CARDINAL,1
5516,DATE,1
5552,DATE,1
5517,CARDINAL,1
5518,DATE,1
5519,CARDINAL,1
552b,CARDINAL,1
552b5,CARDINAL,1
5531,CARDINAL,1
5531 12 usc,DATE,1
5532,DATE,1
5534 12 usc,DATE,1
5535,DATE,1
5551,DATE,1
5469,DATE,1
5468,DATE,1
5467,DATE,1
5466,CARDINAL,1
5512,DATE,1
5511,DATE,1
1106,CARDINAL,1
5497,CARDINAL,1
1109,CARDINAL,1
1109,DATE,1
1109b,DATE,1
110b2,CARDINAL,1
111176,DATE,1
111203,DATE,1
11122,DATE,1
1112b,DATE,1
111517,DATE,1
1116,CARDINAL,1
202f,CARDINAL,1
203a,PRODUCT,1
203aa,CARDINAL,1
5515,DATE,1
547,CARDINAL,1
5470,CARDINAL,1
5491,PRODUCT,1
5492,CARDINAL,1
5495,CARDINAL,1
00529,DATE,1
1965 20 usc 1001 1002,DATE,1
00664 fmt 6580,DATE,1
1934 15 usc 78ca 20,DATE,1
1921 7,DATE,1
1933 1,DATE,1
1933 15 usc 77fb fiscal year 5,DATE,1
1933 15 usc 77o,DATE,1
1933 2 section 12i 15 usc,DATE,1
1933 fiscal year 5,DATE,1
1933section 22a,DATE,1
1934 15 usc 78c,DATE,1
1934 15 usc 78ca 2,DATE,1
1934 15 usc 78ca 33,DATE,1
1985 2,DATE,1
1934 15 usc 78ca 4,DATE,1
1949 41,DATE,1
1949 42,DATE,1
1956 1,DATE,1
1976 15,DATE,1
1977 12 usc,DATE,1
1978 12 usc,DATE,1
1978 12 usc 3106a,DATE,1
1978 2,DATE,1
1921,CARDINAL,1
1910,DATE,1
19 ii,QUANTITY,1
18f,DATE,1
1939 15 usc,DATE,1
1940 1year,DATE,1
1940sec,CARDINAL,1
1940section 202a21,CARDINAL,1
1940section 31,CARDINAL,1
1940section 44,CARDINAL,1
1940section 9d1,CARDINAL,1
1948 12,DATE,1
1934 15 usc 78j,DATE,1
1934 15 usc 78ib,DATE,1
1934 15 usc 78fa,DATE,1
1934 15 usc 78ca 43,DATE,1
1884,DATE,1
1897,DATE,1
18a 9,DATE,1
18aviiiii,CARDINAL,1
18b,DATE,1
18c,CARDINAL,1
18c5,CARDINAL,1
1981,DATE,1
1986 1,DATE,1
1 generalrecords,QUANTITY,1
1968 12 usc,DATE,1
1956 12 usc 1843c,DATE,1
1956except,CARDINAL,1
1958 49,DATE,1
1960,DATE,1
1961 22,DATE,1
1963,DATE,1
1965,CARDINAL,1
1965 20 usc 1018f,DATE,1
1966sec,CARDINAL,1
1968 12 usc 1701xe,DATE,1
1986 15,DATE,1
1968 12 usc 1701xh1 ii,DATE,1
1968 12 usc 1881,DATE,1
1968 2,DATE,1
19721,DATE,1
1973 42,DATE,1
1974 12,DATE,1
1974 12 usc 2604,DATE,1
1472h,DATE,1
1468a,DATE,1
1956 12 usc 1842d1a,DATE,1
1956 12 usc 1842c,DATE,1
1956 12 usc 1841b,DATE,1
1956 12 usc 1841a5f,DATE,1
1987,DATE,1
1989 12 usc 3332a,DATE,1
1989 12 usc 3333b,DATE,1
1989 12 usc 3335,DATE,1
1989 12 usc 3338b,DATE,1
1989 12 usc 3341b,DATE,1
1989 12 usc 335011,DATE,1
1989 12 usc 33506,DATE,1
1989 5,DATE,1
1989 6,DATE,1
1990 12,DATE,1
1991 10,DATE,1
1991 12 usc 1834a,DATE,1
1991 12 usc 4403a,DATE,1
1991section,CARDINAL,1
1977 12,DATE,1
1975 12,DATE,1
1956 12 usc 1841a ii,DATE,1
1974 19,DATE,1
1937 42,DATE,1
1935 4,DATE,1
1935 15,DATE,1
2012,CARDINAL,1
2008 42 usc,DATE,1
2008 7,DATE,1
201,CARDINAL,1
2010 31,DATE,1
2010 5,DATE,1
2010 6,DATE,1
2010each,CARDINAL,1
2011,DATE,1
2011 7,DATE,1
2012,DATE,1
1994 12 usc,DATE,1
2012 425000000 2013,DATE,1
2013 2012,DATE,1
2013 2014 3,DATE,1
2014,DATE,1
2016h10,PRODUCT,1
2018,DATE,1
201f,PRODUCT,1
202,PRODUCT,1
2021,DATE,1
2008 12 usc 5225a,DATE,1
2 section 1317c 12 usc 4517c,DATE,1
2 section 12k 15 usc 78lk,DATE,1
2 section 1112e 12 usc 3412e,DATE,1
5391,DATE,1
19h4,CARDINAL,1
1a 11a,DATE,1
1a 1b,CARDINAL,1
1a 3,CARDINAL,1
1a 75,CARDINAL,1
1a 77,CARDINAL,1
1a12aii,CARDINAL,1
1a12bii,CARDINAL,1
1a2i,CARDINAL,1
1a47av,CARDINAL,1
1a6,CARDINAL,1
1a9,CARDINAL,1
1aii,DATE,1
1aiii,CARDINAL,1
1b 3,CARDINAL,1
1e 8,CARDINAL,1
1month period end,DATE,1
1st,ORDINAL,1
2021 fiscal year,DATE,1
202a11,CARDINAL,1
202c1ai,CARDINAL,1
2002 15 usc 7262b,DATE,1
2002 7,DATE,1
2002section,CARDINAL,1
2004 end end,DATE,1
1998 12,DATE,1
1994 25,DATE,1
1882,DATE,1
1934section 20a,DATE,1
1934 15 usc 78me,DATE,1
1934 15 usc 78na,DATE,1
1934 15 usc 78ng,DATE,1
1934 15 usc 78od,DATE,1
1934 15 usc 78ta,DATE,1
1934 15 usc 78te,DATE,1
1934 2,CARDINAL,1
1934 3,DATE,1
1934 4,DATE,1
1934section 14,CARDINAL,1
1934section 15d,DATE,1
1934section 3a,CARDINAL,1
2002 3,DATE,1
2002 15 usc 7246a,DATE,1
2008 2,DATE,1
2002 15 usc 7213a,DATE,1
2008 12,DATE,1
2 section 19b 12,DATE,1
2006,DATE,1
2 section 8gc,DATE,1
2 time year,DATE,1
20 2010,DATE,1
20 business day,DATE,1
20 usc,DATE,1
200 2,CARDINAL,1
200 3,CARDINAL,1
2000,DATE,1
2000 37,DATE,1
2000 42,DATE,1
2000 7 usc,DATE,1
20000 5 percent,PERCENT,1
20000000,CARDINAL,1
200000000000,CARDINAL,1
2001 40 percent,PERCENT,1
2002 15 usc 7212,DATE,1
80a 41e3a,DATE,1
1 6,CARDINAL,1
00661,DATE,1
00316,DATE,1
00236,DATE,1
00246,DATE,1
00247,DATE,1
00250,DATE,1
00671,DATE,1
00287,DATE,1
00290,DATE,1
00309,DATE,1
00315,DATE,1
00321,DATE,1
00015,DATE,1
00322,DATE,1
00324,DATE,1
00335,DATE,1
00336,CARDINAL,1
00340,DATE,1
00203 frm 00168 fmt 6580,DATE,1
00203 frm 00149 fmt 6580,DATE,1
00203 frm 00147 fmt 6580,DATE,1
002 percent,PERCENT,1
00232,DATE,1
00225,DATE,1
00218,DATE,1
00205,DATE,1
1000000 day,DATE,1
100000000 1 fiscal year,DATE,1
1000000000000,CARDINAL,1
100461 22,DATE,1
1006,DATE,1
101,FAC,1
101 102,CARDINAL,1
101 percent,PERCENT,1
1013a2b,CARDINAL,1
101647,DATE,1
1017,DATE,1
00692,DATE,1
00688,DATE,1
00680,DATE,1
00249,DATE,1
00203 frm 00427 fmt 6580,DATE,1
00203 frm 00598 fmt 6580,DATE,1
00203 frm 00666 fmt 6580,DATE,1
00203 frm 00833 fmt 6580,DATE,1
00009,DATE,1
00020,DATE,1
1 8,CARDINAL,1
00592,DATE,1
00530,DATE,1
00541,DATE,1
00545,DATE,1
00548,DATE,1
00552,DATE,1
00553,DATE,1
00571,DATE,1
00575,DATE,1
00583,DATE,1
00593,DATE,1
00031,DATE,1
00601,DATE,1
00612,DATE,1
00622,DATE,1
00625,DATE,1
00630,DATE,1
00641,DATE,1
00652,DATE,1
00653,DATE,1
00658,DATE,1
00523,DATE,1
00353,DATE,1
00350,DATE,1
00343,DATE,1
00035,DATE,1
00039,DATE,1
00060,DATE,1
00088,DATE,1
00091,DATE,1
00097,DATE,1
00104,DATE,1
00106,DATE,1
00115,DATE,1
00129,DATE,1
00151,DATE,1
00152,DATE,1
00157,DATE,1
00163,DATE,1
00167,DATE,1
00172,DATE,1
00174,DATE,1
00178,DATE,1
00182,DATE,1
1000000 3,DATE,1
10000 day,DATE,1
10000 3,DATE,1
00767,DATE,1
1 30month,CARDINAL,1
1 3 fiscal year,DATE,1
1 3,QUANTITY,1
00703,DATE,1
00728,DATE,1
00729,DATE,1
00736,DATE,1
00739,DATE,1
00759,DATE,1
00771,DATE,1
1000 ii,QUANTITY,1
00801,DATE,1
00809,DATE,1
00810,DATE,1
00830,DATE,1
00831,DATE,1
00834,DATE,1
00843,DATE,1
00848 fmt 6580,DATE,1
05 percent,PERCENT,1
1 5 subpara,PERCENT,1
1 section,QUANTITY,1
1 second,TIME,1
1 scopeupon,QUANTITY,1
1 amendment,QUANTITY,1
1 applicationa,QUANTITY,1
1 broker,QUANTITY,1
1 date 1 year,DATE,1
1 definitionsin,MONEY,1
1 determinationsin,QUANTITY,1
1 examinationa,CARDINAL,1
1 expire,CARDINAL,1
1 fiscal year 2011 1300000000,DATE,1
1 imposition,QUANTITY,1
1 section 2j3,QUANTITY,1
1 last day eighth,DATE,1
1 later 2 year,DATE,1
1 max,QUANTITY,1
1 month 2 month,DATE,1
1 network ii,QUANTITY,1
1 percent,PERCENT,1
1 request,QUANTITY,1
1 require,QUANTITY,1
1 1,CARDINAL,1
1 12,CARDINAL,1
1 14 day,DATE,1
1044 1048,DATE,1
104b,PRODUCT,1
104b1a act,QUANTITY,1
1052 1053,DATE,1
105b,CARDINAL,1
105b3,CARDINAL,1
105b4b,CARDINAL,1
105b5a,CARDINAL,1
101d,PRODUCT,1
101c,PRODUCT,1
101c,ORG,1
10173,DATE,1
10 12 usc 1467a,DATE,1
10 12 usc 1820,DATE,1
10 20,CARDINAL,1
10 day,DATE,1
10 hour,TIME,1
10 section 33e 12,DATE,1
100 percent,PERCENT,1
1000 dollar,MONEY,1
104a,PERSON,1
104 stat,LANGUAGE,1
1 1st 3rd year,DATE,1
104,CARDINAL,1
1 2,DATE,1
1 2009,DATE,1
1 section 1315b 12 usc 4515b,DATE,1
1 strike 100000,DATE,1
1467b 12 usc 1467a,DATE,1
10321,DATE,1
102 act,QUANTITY,1
102 sar banesoxley,MONEY,1
1024 1026,DATE,1
102550 106,DATE,1
1025a,DATE,1
1027a2c,CARDINAL,1
102a4c 15,CARDINAL,1
102a4d 16,CARDINAL,1
102d,CARDINAL,1
102e,CARDINAL,1
1032,CARDINAL,1
1035 4,DATE,1
1 third,CARDINAL,1
502c,PRODUCT,1
34,CARDINAL,1
505 grammleachbliley,MONEY,1
2304b,DATE,1
24 month date,DATE,1
24012b2,CARDINAL,1
24017ad17,CARDINAL,1
241,CARDINAL,1
243100,DATE,1
243100b2iii,CARDINAL,1
247b,PRODUCT,1
2481,DATE,1
248a ii,PRODUCT,1
2301f3aii,CARDINAL,1
21e 27,DATE,1
216j,CARDINAL,1
23 24,DATE,1
2171,DATE,1
21ar4a,CARDINAL,1
21ar4b,CARDINAL,1
21b,CARDINAL,1
21c,CARDINAL,1
21d3ci,CARDINAL,1
21db2 security exchange,ORG,1
24 month,DATE,1
24 hour,TIME,1
24 6,CARDINAL,1
24 2008 1519,DATE,1
206b 206c,PRODUCT,1
206e grammleachbliley,QUANTITY,1
207k5,CARDINAL,1
208n5e,CARDINAL,1
209e3a,CARDINAL,1
2115,DATE,1
2137,DATE,1
214d,PRODUCT,1
2302b11,CARDINAL,1
230506,CARDINAL,1
232a,CARDINAL,1
232a3c,CARDINAL,1
232a3d,CARDINAL,1
23a,CARDINAL,1
23a 23b,DATE,1
23ae,CARDINAL,1
23be,ORDINAL,1
23c4 42,DATE,1
24 2008 1142,DATE,1
21e 2,DATE,1
21fa3,CARDINAL,1
3cb,ORDINAL,1
403b 408,PRODUCT,1
401a,CARDINAL,1
402,PRODUCT,1
402 7,PRODUCT,1
402b,PRODUCT,1
403 404,CARDINAL,1
3ca3c,CARDINAL,1
403a,CARDINAL,1
403a,PRODUCT,1
403b,PRODUCT,1
404b 2,PRODUCT,1
21fh2a,CARDINAL,1
404b 3,PRODUCT,1
404b 4,PRODUCT,1
406 clarification,QUANTITY,1
407,CARDINAL,1
408a,ORG,1
409,CARDINAL,1
4 year 3,DATE,1
4 year 2,DATE,1
4 year 1,DATE,1
4008,DATE,1
4006,DATE,1
4004,DATE,1
4003a5,CARDINAL,1
21r1,PERSON,1
220,CARDINAL,1
221,CARDINAL,1
224,CARDINAL,1
225,CARDINAL,1
225b,PRODUCT,1
22910a,DATE,1
229402,CARDINAL,1
229402,DATE,1
229402c2x,CARDINAL,1
22a1,CARDINAL,1
22d,CARDINAL,1
30 day 3,DATE,1
300000000 ii,QUANTITY,1
4c1,CARDINAL,1
403,PRODUCT,1
40,CARDINAL,1
40,DATE,1
4003,DATE,1
206b,CARDINAL,1
206aa grammleachbliley,ORG,1
206a,PRODUCT,1
2c2aii,DATE,1
2ai,ORDINAL,1
2aii,CARDINAL,1
2aiii,CARDINAL,1
2b 2,CARDINAL,1
2b year,DATE,1
2b11b14,CARDINAL,1
2b11b17,CARDINAL,1
2c 2f,QUANTITY,1
2c2,CARDINAL,1
2c2b,CARDINAL,1
206,PRODUCT,1
2c2bvi,CARDINAL,1
2c2c,CARDINAL,1
2c2cvii,CARDINAL,1
2cii,CARDINAL,1
2d ii,QUANTITY,1
2h 5,CARDINAL,1
2h1,CARDINAL,1
2h4,CARDINAL,1
2h5,CARDINAL,1
2a9,CARDINAL,1
2a4,CARDINAL,1
2a1c,CARDINAL,1
2h8 3,CARDINAL,1
3 5 6 ii,QUANTITY,1
3 6,CARDINAL,1
3 9,DATE,1
3 business day,DATE,1
3 fiscal year,DATE,1
3 ii,QUANTITY,1
3 later 1 year,DATE,1
3 mitigating,QUANTITY,1
3 range metric,QUANTITY,1
3 reportnot later 18 month,DATE,1
3 second,TIME,1
3 third,CARDINAL,1
3 year 3,DATE,1
30 2010,DATE,1
30 2011,DATE,1
30 day 2,DATE,1
2nd,DATE,1
2i,CARDINAL,1
2a1a,CARDINAL,1
